"ID","Action","Date","Time","Enumerator","Country","Water Body","Region","District","Date","Village","Landing site","Fishing Ground (Locality)","Number of Fishers","Craft Type","Gear Type","Type of Fish (Species)","Local Name","Code","TL(cm)","FL","Uzito Wa Samaki","Longitude","Latitude","Connected_form","Connected_form_data"
"2067458","","09-06-2025","12:06 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-02","Kunduchi Pwani","Kunduchi Pwani","MWAMBA NYAMVI","3","BT","LL","Rachycentron canadum","","CBA","118.2","113.2","13","","","",""
"2067458","","09-06-2025","12:06 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-02","Kunduchi Pwani","Kunduchi Pwani","MWAMBA NYAMVI","3","BT","LL","Rachycentron canadum","","CBA","117.6","110.6","95","","","",""
"2067450","","09-06-2025","11:50 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-04-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","2","NG","","scomberomorus commerson","","COM","102.2","93.1","6","39.212759","-6.6648254","",""
"2067448","","09-06-2025","11:47 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-04-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","2","NG","","Sphyraena barracuda","","GBA","133.5","124.0","7.5","39.212759","-6.6648254","",""
"2067446","","09-06-2025","11:44 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-04-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","2","NG","","Thunnus albacares","","YFT","112.3","104.0","19","39.212759","-6.6648254","",""
"2067446","","09-06-2025","11:44 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-04-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","2","NG","","Thunnus albacares","","YFT","111.0","102.3","16","39.212759","-6.6648254","",""
"2067446","","09-06-2025","11:44 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-04-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","2","NG","","Thunnus albacares","","YFT","107.1","96.5","16","39.212759","-6.6648254","",""
"2067446","","09-06-2025","11:44 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-04-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","2","NG","","Thunnus albacares","","YFT","112.2","100.0","15.5","39.212759","-6.6648254","",""
"2067446","","09-06-2025","11:44 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-04-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","2","NG","","Thunnus albacares","","YFT","142.9","129.2","35","39.212759","-6.6648254","",""
"2047095","","25-03-2025","01:49 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Sphyraena barracuda","","GBA","99.3","93.6","20","39.2127","-6.66472","",""
"2047075","","25-03-2025","01:45 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","scomberomorus commerson","","COM","86.2","77.6","3.5","39.2127","-6.66472","",""
"2047075","","25-03-2025","01:45 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","scomberomorus commerson","","COM","99.3","93.6","20","39.2127","-6.66472","",""
"2047075","","25-03-2025","01:45 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","scomberomorus commerson","","COM","92.3","88.2","5","39.2127","-6.66472","",""
"2047075","","25-03-2025","01:45 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","scomberomorus commerson","","COM","82.1","75.1","3","39.2127","-6.66472","",""
"2047075","","25-03-2025","01:45 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","scomberomorus commerson","","COM","99.2","92.7","6","39.2127","-6.66472","",""
"2047075","","25-03-2025","01:45 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","scomberomorus commerson","","COM","85.9","78.1","4","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","99.4","93.4","15","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","103.5","96.2","15","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","96.0","90.1","14","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","112.4","103.6","9.5","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","140.4","113.9","21","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","103.3","102.0","17","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","102.1","92.4","13","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","102.2","93.7","13","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","110.6","103.1","17","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","99.3","93.6","13","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","101.8","95.0","14.5","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","112.4","111.0","22","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","100.2","90.5","14","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","123.5","117.5","26","39.2127","-6.66472","",""
"2047073","","25-03-2025","01:37 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-25","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","15","BT","LL","Thunnus albacares","","YFT","104.8","97.1","15","39.2127","-6.66472","",""
"2047071","","25-03-2025","01:26 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","","","","39.2127","-6.66472","",""
"2047071","","25-03-2025","01:26 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","105.8","67.6","15","39.2127","-6.66472","",""
"2047071","","25-03-2025","01:26 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","104.5","97.7","15","39.2127","-6.66472","",""
"2047071","","25-03-2025","01:26 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","104.9","97.7","15","39.2127","-6.66472","",""
"2047071","","25-03-2025","01:26 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","101.4","95.9","14.9","39.2127","-6.66472","",""
"2047071","","25-03-2025","01:26 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","","","","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","95.6","88.1","5","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","79.9","73.8","3.5","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","106.9","96.6","6","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","75.1","68.9","3","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","98.6","89.1","5.5","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","113.1","104.1","9","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","84.3","77.1","4","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","93.6","85.1","5","39.2127","-6.66472","",""
"2047067","","25-03-2025","01:17 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","scomberomorus commerson","","COM","","","","39.2127","-6.66472","",""
"2047063","","25-03-2025","01:08 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","104.5","99.1","15","39.2127","-6.66472","",""
"2047063","","25-03-2025","01:08 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","106.6","95.8","15","39.2127","-6.66472","",""
"2047063","","25-03-2025","01:08 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","108.8","100.1","18","39.2127","-6.66472","",""
"2047063","","25-03-2025","01:08 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","103.1","98.8","15","39.2127","-6.66472","",""
"2047063","","25-03-2025","01:08 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","","","","39.2127","-6.66472","",""